6951	49865
39872	58940
6959	45857
7019	49887
33302	44832
7006	44655
6999	49880
474395	474396
474395	474396
29335	46410
3306	42765
20457	42765
20457	42765
3309	42766
6990	49873
424104	424105
485859	485860
11624	47010
416131	420236
33332	45755
422701	44021
4023	44258
477466	422599
21873	52918
21843	473846
21843	473846
21843	473846
412849	43175
474030	43175
21872	58201
11606	52907
11606	52907
11607	52908
11609	52909
3053	47109
426951	47109
3055	44693
2765	44693
2765	44693
485611	44693
11998	483907
11998	483907
11998	483907
426745	42675
9477	51720
9252	51604
7273	50001
12031	53064
12031	53064
12030	53064
10273	44785
10273	44785
20142	59102
20142	59102
12003	53059
427803	53059
427803	53059
12002	53059
12000	53059
9466	51715
11984	53053
463467	426103
7279	50004
11973	53051
11972	53051
7363	50039
11940	59098
480276	480274
7326	50023
3041	47114
7272	50000
477004	53025
3039	43859
2763	43859
11903	43859
478730	478732
461989	43876
461988	43876
20132	43876
462728	43893
4014	51699
41399	51699
7290	51699
7290	51699
7290	51699
10261	51699
10261	51699
4833	46829
4833	46829
34500	47793
480388	54121
13990	54120
13950	46782
11320	52801
11284	52794
11283	52794
477360	477361
8176	42959
13250	54159
34065	425886
28911	42870
39359	42870
17067	56414
3004	48164
421251	421252
15808	56026
9637	51806
29392	480963
427813	44353
11957	44353
11957	44353
3929	44353
11370	52823
11370	52823
11372	52824
2843	43928
11347	48860
11349	52808
11349	52808
24955	47387
24953	47386
5067	48868
5065	48868
21255	53300
24723	51114
11618	52916
38636	419572
11612	52911
2862	58636
11604	52906
477087	54195
21331	58013
40157	58966
18270	57102
8669	51428
21729	44969
21729	44969
3270	48280
482630	42738
11701	42718
3770	42718
3770	42718
4763	48768
29236	50989
4618	48714
3489	42501
3488	42501
480948	480947
26643	59082
26643	59082
10593	52458
10592	52458
472617	47894
10594	473249
479599	473249
6229	49321
6728	42632
6729	42632
6729	42632
4185	48586
16691	56304
23395	58482
9662	51827
22487	58302
22486	58302
3084	483896
3084	483896
479013	479015
26698	50778
462002	462003
15388	55840
28971	462828
28850	58640
15513	55886
15514	55886
41657	59121
15233	55777
34018	425068
16977	56406
17003	56478
17340	56554
17000	47678
17005	47677
17004	47677
17276	56587
17118	44731
13199	56518
17145	56532
17148	56533
462658	56540
17155	56540
13197	56540
17217	56570
41359	46304
17264	59384
17376	479894
39455	44475
480761	44475
17372	44939
17375	43036
2739	44356
2740	44356
2740	44356
16961	56451
17413	56450
17010	56409
16970	56404
16970	56404
16969	56404
17177	56553
17309	56592
17291	56594
17391	56596
419799	419800
17316	56606
17046	56493
17383	56446
17329	53865
19919	56440
17299	56598
17052	53861
17382	56604
17131	43049
460392	43049
17283	56590
17044	56492
17268	56582
17060	53860
17324	56607
470948	462638
41459	462638
41459	462638
33450	44092
33451	44092
33449	53428
33448	53428
13134	56535
41460	45769
13137	45769
424551	58683
424551	58683
427873	50469
30139	50663
29469	50662
37648	50661
24878	51540
37386	51541
11662	42350
35937	47688
10657	42301
463540	463538
463537	463538
463018	42288
463019	42288
36553	42289
9111	463331
30178	46112
9552	46112
10635	52480
10635	52480
16126	477949
29452	45683
8160	43992
463375	463376
30978	45793
13117	56447
13483	42141
13484	42141
30793	415765
2872	416173
478657	479052
478654	479052
9284	477300
41842	47112
426959	47113
412847	43232
2791	473872
2791	473872
472857	43128
36657	48389
477012	480539
480410	53014
9459	51713
10418	51713
9945	52100
7269	49999
420787	43888
3032	43888
3032	43888
7382	50050
10407	44536
20140	44536
480268	480269
7350	50032
479465	52998
7319	50020
18997	57310
19302	57310
479767	479893
37460	479833
479765	479833
479882	479833
478660	43978
11820	52985
8529	45858
472752	43102
4003	473612
4003	473612
4003	473612
472046	473612
477446	473408
472072	45761
7324	473074
11793	473152
41302	47905
11802	473102
11802	473102
41350	43087
471285	43087
472823	43080
427503	473372
3010	473372
463473	463474
7282	50006
11534	43338
21865	43338
23080	48409
482645	480601
11887	480601
11887	480601
29779	51040
29781	51041
11493	52879
11496	47038
11495	47038
29769	51171
29770	51171
8363	51176
11485	52875
11481	52873
21828	52835
2183	47067
2183	47067
11744	52960
482643	482640
4047	48528
3829	48510
10382	48491
4053	48486
482665	48486
23914	48277
3760	52365
11959	53046
11960	53046
11960	53046
11796	473077
2984	473077
11797	473077
426430	52112
471675	426089
426088	426089
413202	473440
42046	473440
479770	479889
479771	479889
3580	47068
8193	43784
415417	48441
3628	48446
415415	48440
415419	48442
479788	43550
21728	43550
3980	44795
3980	44795
3424	48350
3231	48256
3973	45753
482669	48535
3272	48282
11779	52975
29407	52929
3350	473055
471366	43188
41306	43188
3943	48540
11902	424430
479782	479780
3805	45865
3805	45865
12635	45865
3135	48208
36655	424400
2871	42775
2889	48102
11666	42360
2891	48103
2896	48106
10180	48106
38414	48106
38414	48106
2897	48106
2901	48107
427478	48108
21249	48109
415480	48128
2947	48137
2963	48149
2966	48151
424198	42693
2972	42693
31964	473060
31964	473060
31964	473060
482737	473044
471001	43121
2974	43367
2974	43367
2974	43367
2974	43367
2974	43367
2753	43367
11897	43794
3001	42737
3001	42737
19665	47107
2998	48163
11740	42955
426967	47106
41316	47115
3017	48169
3023	42509
5006	42509
5006	42509
5006	42509
3025	48171
3030	48174
3038	48178
3080	48193
3048	48181
3058	48184
3059	48184
3064	44876
3067	44804
3067	44804
3071	48189
3312	48304
3082	48194
3083	48195
19663	42576
3315	42576
11698	42703
3087	473373
11974	44492
3089	44492
3089	44492
3320	48308
3322	47077
3324	48309
3183	48232
3189	48235
3342	48319
3192	48237
41678	48237
3193	48238
3194	48238
413144	42715
3444	48360
3451	48364
3200	48243
3201	48243
3642	48244
3202	48244
3204	48245
484014	484015
3218	48251
3221	42466
3221	42466
3221	42466
471838	47950
3239	48259
3466	48371
3243	48262
20137	48262
20136	48262
3470	48373
3469	48373
3474	48376
3480	48379
3251	48267
3252	48177
3497	48387
3256	48270
19662	48271
3258	48272
3259	48272
462250	48273
3294	48296
3514	48395
3298	48298
3526	48402
485335	485336
3532	48405
3537	48407
3653	48456
11342	44616
11342	44616
3661	48460
3662	48461
3667	48465
11310	47810
426021	47810
8557	47810
3672	48467
3676	48471
3677	52982
3677	52982
11815	52982
11759	419415
11707	42535
12011	44786
3684	48473
3714	48483
8577	51358
10339	52294
16943	56398
16944	56398
415456	415457
419387	483813
416657	58184
416657	58184
27170	42857
27172	42857
426956	426957
485322	485323
480415	480416
8308	51059
416668	51059
424312	48361
15664	55949
38452	46747
13624	474206
411227	473604
13312	473604
470930	47964
463923	473497
32736	473497
32732	473497
13891	473497
32733	473497
32733	473497
463932	473497
13479	473475
462449	51537
35961	50237
36709	47428
36636	58779
9867	44634
9520	44634
29103	58770
28740	45717
462539	473696
36491	45532
8275	50998
37308	43847
2248	43847
8457	42663
27380	47230
26576	50410
37502	47249
26423	47249
37773	47249
36844	52266
7907	50504
30154	50503
30189	53151
23381	45909
36268	42898
29500	47631
8136	50754
27210	426711
22783	426711
23388	47429
23266	44272
27209	46014
37157	50403
7837	50403
27032	47639
29105	44891
478344	427223
24366	44566
27790	51653
485800	485801
483387	483388
8152	50768
28801	50768
485799	53017
11888	53017
37861	47025
42023	47025
30659	55735
478456	59333
30497	55680
30555	44957
462729	44957
15927	44879
15899	47150
30623	55724
21679	55740
30558	44770
41606	59192
41607	59192
30503	55681
30502	55681
426537	58082
15961	44168
30552	55703
30553	55703
30410	56084
30759	55715
30651	55730
30708	412399
30605	55716
4967	43598
4968	43598
16038	56101
15957	43506
30786	55752
30785	55752
7184	473277
7183	473277
411738	473278
30750	473278
30398	473278
411736	473278
30752	473278
30520	473121
471832	47654
30595	43884
9722	43884
9722	43884
9764	42902
30668	42902
30596	55712
7187	55276
16044	56103
476969	476970
30704	55700
30510	55685
462759	462760
30572	53668
30687	55742
41590	59114
3550	48414
3549	48414
30577	55711
30714	55707
4974	45778
415572	50057
415572	50057
11741	52959
422621	58788
471172	473183
12907	53662
12907	53662
11808	473418
11808	473418
11807	473418
11807	473418
472418	43142
470938	43142
3617	48436
10560	52436
485749	485750
30781	58127
485756	485757
41249	47945
478266	52775
485772	485771
485763	485764
10816	52563
11520	59366
420166	57066
420165	57066
21864	46412
21856	44719
21855	44719
477310	52262
477310	52262
477310	52262
9450	51707
477026	52980
485632	485630
485728	485729
478597	478614
478597	478614
35340	53917
35206	53917
463472	463464
7393	50055
2505	48019
7387	50054
7386	50054
9249	51603
427190	427191
477768	54652
20239	43261
425656	47366
477864	54683
477837	52256
34354	47768
477799	47768
477791	43469
477838	52252
424732	473175
480029	477761
477784	54692
10248	46685
419964	419962
419961	419962
477821	52259
39321	473762
36924	58911
36927	42754
36916	58917
411727	42951
35981	58904
35981	58904
35981	58904
7220	42572
7220	42572
7220	42572
7219	42572
35978	58899
3719	45758
3719	45758
3719	45758
470926	45758
470926	45758
21576	44887
21576	44887
4656	43565
4656	43565
2878	43565
2878	43565
2878	43565
30760	45774
4977	55219
30430	43547
426716	426717
415595	415593
485556	485557
11543	43712
13765	54307
416459	46890
21534	473374
21536	473374
471652	45745
41926	59254
483368	483370
28121	57216
35033	473812
14026	419054
474017	43198
481067	480905
13769	43484
13768	43484
11629	52923
11634	52924
485221	473138
33701	42699
7242	49984
7245	462043
12923	53663
9479	51723
412646	412647
477386	51701
477389	51700
477389	51700
477384	57054
11766	52969
11766	52969
11680	59097
477380	57058
477038	43986
10413	52329
422723	57057
10416	52332
20143	59100
5016	48853
37102	50015
37330	50035
7347	50031
37343	51608
7316	50018
7356	50034
7285	50007
7345	43661
7342	50030
7403	473157
7403	473157
7271	473157
471041	473157
41352	47895
37334	58430
7341	50029
7263	49997
7401	50022
37333	57624
10269	42565
2567	48037
41838	44998
426023	45087
2286	462927
2286	462927
41854	59053
11444	43414
424603	43414
2612	44949
422898	48055
422896	48055
2610	48055
8521	44794
2849	47812
8540	48024
2860	58191
12637	44306
12636	44306
12636	44306
2477	44221
2477	44221
2768	43883
424237	44451
424237	44451
2722	44451
421798	421799
420709	42888
420708	42888
8482	42892
11286	47811
10088	473245
471538	43109
485563	485564
2613	48056
2614	48056
2607	48054
8511	48020
3949	48020
422932	48020
2771	48020
2577	48042
2576	48042
2494	48014
422887	48051
2600	48051
2488	48011
2482	422910
2474	422907
2472	48005
2457	47998
2568	48038
2449	47995
2570	48039
2442	47991
2565	48036
2564	48035
2439	47990
2560	48034
2558	48033
2408	47977
422903	47974
3737	42354
37235	51193
34497	46876
485100	473193
40533	473193
485102	473193
472867	47907
36157	473449
26935	473449
483296	473449
423019	473449
471092	47954
18070	44098
32295	53761
12807	42162
11546	44002
11547	44002
11541	42386
5576	49078
481681	54260
14127	54328
485547	54328
13957	44203
13957	44203
13958	44203
422438	52894
12726	42973
12699	46429
20375	46430
20376	46430
14494	44572
10243	44821
477849	419994
12716	46425
12712	53375
10240	44576
12761	44576
12761	44576
25591	483733
4287	44574
4287	44574
422444	46708
20303	44467
12675	44454
20314	44387
21606	58091
12669	485345
28649	43826
22302	44189
20443	57709
12739	53377
12722	52243
2331	42430
2160	462872
462528	462872
11556	52893
12754	53386
2330	43830
38967	462868
12821	462868
29147	51033
11570	462040
11568	43694
12824	462864
20448	462864
20448	462864
2327	44285
39719	59023
472302	473192
422061	473075
485147	473075
24691	427239
4141	42971
42009	462838
28650	42756
20373	44326
28659	44326
12697	53367
4272	42382
4272	42382
20362	42329
20316	44155
12746	53381
12749	53382
20366	42157
34612	45059
34615	54707
13559	43864
14081	45016
34725	47796
32302	44978
34717	425948
13498	43474
13499	43474
13499	43474
13499	43474
477553	44630
13967	54777
32299	53780
32314	42995
14023	44854
32876	44555
32202	44742
32202	44742
411681	57701
34745	44620
34744	44620
13672	44726
32192	44621
32192	44621
411691	418912
34548	54765
34548	54765
34733	413633
411684	57699
423109	44439
423109	44439
34631	44425
34484	54764
34483	54764
34529	44312
4070	47780
34665	54738
34738	47797
411959	427066
32176	427066
13560	42690
485303	42690
423112	42690
34477	54730
463984	54705
34482	54761
13677	43760
34471	54748
34491	46869
34502	54700
34454	54783
13422	43623
13375	44976
423074	43456
423073	43456
34442	43457
34438	43439
34595	54744
34556	54726
480928	480929
481069	480929
14028	46635
34527	46635
34544	483249
34732	57703
34633	473263
478357	473263
478357	473263
35091	473263
470959	47447
472871	47447
26637	46626
473909	43237
472932	44559
472439	44559
34632	473162
416417	473162
484367	473162
483226	473162
483221	473162
483225	473162
5601	473082
5601	473082
482897	482895
32172	43057
34743	57730
34572	43048
34700	54785
23801	53777
14022	53777
424444	53777
8266	53777
14082	42796
34569	54714
34542	54774
34557	54702
13938	42614
34695	42570
13555	42507
14020	46633
34575	54709
34441	53755
34441	53755
34440	53755
34561	54731
34641	54769
34652	54717
32300	42199
32301	42199
32836	42178
32836	42178
34699	46627
35800	462888
29863	462888
424878	462888
29991	462888
423000	462888
21150	427455
423909	48059
423909	48059
423910	423911
423910	423911
29809	47423
473827	42164
473827	42164
19224	42954
40402	427098
14639	427098
39113	43816
39113	43816
39113	43816
21218	44112
21218	44112
40768	49794
28352	47506
28352	47506
41633	49849
13904	54331
481676	481677
472781	419206
13703	479896
13470	54231
13309	43537
472580	43537
482326	54248
13510	44992
13510	44992
32410	53942
32410	53942
422943	49851
38024	415766
423618	44717
423618	44717
38702	42322
426877	426878
38186	426878
474153	46268
423609	426222
424039	426222
3953	44207
22358	56470
16771	427546
16711	42444
485514	57027
35177	50811
35177	50811
8188	50811
473940	47046
412850	47046
19837	473352
19845	473352
19846	473352
15378	473352
19851	473352
6439	473352
472297	43161
479566	47463
480474	479573
420168	420170
10522	52417
37878	473246
36160	58620
472863	43111
472858	43111
6776	49511
15705	55969
41039	58879
36312	473243
36312	473243
39985	473243
462608	473243
22574	473243
461876	473243
39980	473243
427623	473243
22556	58880
22556	58880
15288	44013
15288	44013
480698	46053
6148	49270
6149	49270
10923	473211
472674	473211
10877	52585
41065	47486
10719	42252
23545	58531
41061	47928
471406	47928
472235	473171
479269	479270
10720	52518
11031	52658
16688	42536
10918	52605
11112	52699
11088	52690
479631	417535
484469	52500
10792	52554
10791	52554
10791	52554
479618	52443
20212	52443
12604	53293
6479	44941
6480	44941
11172	44935
11000	52641
12610	53296
10582	52451
20484	52684
10862	44883
6285	49336
480465	473399
471514	47325
11219	52758
11209	52752
11210	52752
417574	417572
41476	47437
480917	480916
11006	52644
13004	52639
417541	417539
11155	52720
11154	52720
18194	57065
10911	52602
11214	52755
4906	48815
4943	48833
4952	48836
12839	53403
14679	53403
10526	52420
10966	52626
10564	52439
10679	52498
484904	478025
10675	52496
6478	44567
10517	52413
10516	52413
19853	57534
19853	57534
10824	47453
10789	52553
10779	52549
11188	52740
11064	52676
6752	49504
484549	52703
11116	52703
11024	52656
4942	48832
10913	52603
10914	52603
479605	479606
11175	52734
11174	52734
11017	52651
11013	52647
477987	52739
11053	47328
12841	47329
12841	47329
11043	52664
18053	47467
18055	47467
10673	412389
479670	480954
22306	58228
11102	52695
11042	52663
10799	47454
479613	52584
6709	47483
483817	48837
4954	48837
10988	52636
11199	52746
12613	53299
6624	43993
6608	43964
6608	43964
10920	52606
10904	52599
10905	52599
6548	43951
6546	43948
6547	43948
10770	52543
10751	52531
15708	55971
15707	55971
4903	48813
12840	485213
6072	43903
6071	43903
6071	43903
12867	53298
479557	58208
480978	43889
38284	43889
4935	48829
10777	52548
12891	49397
12892	49397
480486	52542
484961	57037
10902	52598
10901	52597
10901	52597
11144	52716
20220	52405
6633	49459
10550	52431
10551	52431
15560	55909
15559	55909
6627	49457
11084	52688
31998	58989
20479	52434
6771	49509
6772	49509
6772	49509
479653	479654
6468	49398
6730	43612
6731	43612
6746	43610
6823	43609
10666	52491
480043	44534
26834	50633
29764	44936
40414	59021
28612	50831
37885	47752
20510	44757
37893	52229
37903	52235
37808	50808
12302	44389
40337	44389
12301	45987
37909	47755
8038	47755
28158	50820
21272	44336
21272	44336
39832	47803
37891	57510
12287	45977
12285	53123
12282	44152
18299	50634
26802	50634
37007	44090
27715	44090
37883	52238
37887	52238
480642	485337
37003	53389
2484	48009
2483	48009
2483	48009
2483	48009
21590	45826
2438	47989
460356	44564
9486	44564
477415	57053
477416	57053
477468	58421
9942	52101
9437	42920
477400	42768
477421	422578
477439	44241
477331	51698
477410	45836
422606	44104
477441	45837
477447	53451
422707	44584
422707	44584
477432	57051
460358	43684
9415	43684
9416	43684
477433	58820
477473	43260
477417	45833
477418	45833
477435	57056
4025	44232
477426	57059
4017	43358
4018	43681
426890	42625
3826	43268
477341	44209
477374	43747
477373	44779
21528	43933
21528	43933
21528	43933
3971	44775
33420	43999
33420	43999
477440	59008
477407	422645
7027	45046
422634	422635
477321	422601
477412	45760
41980	59323
28609	42445
12100	42445
23156	47712
24548	483409
12142	478680
12242	478679
37901	52236
27966	52223
22868	42439
24545	52225
28761	47709
41819	482836
37889	47751
8170	47751
37879	47714
29832	52118
26833	52118
37888	52232
37905	52231
37900	52230
35919	50813
40058	473597
42038	473597
28753	473597
12241	473871
12241	473871
40410	51308
27897	51308
12234	46041
415104	415103
415095	53110
12189	43351
26830	473864
412840	43125
35810	47702
37807	50697
12962	53303
12961	53303
27898	50817
27898	50817
12111	53088
415111	415112
415105	420313
12070	473772
473996	43066
4958	48839
10753	52532
427141	43553
10855	43553
6544	43534
6545	43534
10892	52593
10595	52459
6070	49239
6069	49239
10834	52570
4913	47458
10814	47464
480481	420344
420343	420344
426626	426627
426628	426627
4929	48827
4927	47460
11204	52749
472057	43246
479580	473420
479585	473420
6287	473420
6287	473420
479590	473420
41066	47491
471156	47491
471816	473269
10076	52175
483856	473179
10645	473179
10646	473179
41052	47322
480735	480065
480468	52731
11051	52669
11044	52665
6775	44378
38389	42916
38389	42916
10947	42899
10838	52572
15615	42883
10584	52453
6033	49221
417617	417618
20088	57621
10937	52612
477985	477984
477983	477984
477983	477984
20487	57718
10504	49237
6064	49237
478281	417626
478286	47471
11168	52732
477988	52732
6769	42706
13011	420332
11216	52756
478243	478241
10804	52561
10725	44007
10724	44007
10508	52408
11156	52721
479577	57532
11009	52645
10847	42571
4901	48812
11246	52560
10801	52560
4920	48822
10943	52616
18058	57032
11106	52697
484810	52611
423835	42476
423835	42476
11092	52659
6726	42470
11202	52748
11202	52748
10759	52535
10684	47872
10896	52595
11060	52673
11071	42376
11071	42376
11151	52719
478282	48819
4916	48819
10967	52627
478247	48818
11162	52725
419033	419034
480125	419034
10781	52550
11413	52849
11352	52810
11588	47807
5041	52790
11268	52790
11504	52885
11398	47040
11585	52901
21836	58190
21836	58190
21835	58190
427112	427113
11367	52820
11455	425935
11406	52843
11408	52845
11544	47842
11545	47842
11467	43914
11514	412392
11514	412392
416594	43849
416594	43849
26617	43849
11528	43592
2815	43562
11428	52855
11429	52855
11350	52809
20337	57683
21832	43313
21831	43313
11356	48861
11423	52852
478967	478968
478967	478968
11344	52806
9239	58189
11491	52878
11400	52839
11386	47043
11385	47043
11381	52829
11293	52795
11407	52844
11598	52903
11599	52903
11365	52818
5028	52787
5028	52787
5044	48857
11580	52899
11376	52826
11418	52850
11359	52813
11270	52791
11306	42428
11276	52793
11277	52793
11334	52804
11336	52804
11335	52804
424594	424595
11628	50841
21257	50841
424613	424611
11383	47045
2839	42234
11403	52841
11379	52828
421204	42153
11582	52900
11582	52900
483946	44930
483946	44930
483760	44930
17917	43377
12848	473079
21258	43244
421038	473080
19961	473080
470761	43157
19902	483632
29053	45086
29353	45086
28214	53106
29050	57944
29050	57944
12330	47726
16898	47727
12127	53095
12148	461962
20108	44826
20107	44826
37014	483633
12312	53130
12304	44561
29046	44468
479971	51170
41689	53127
26814	55526
12084	46033
29048	59348
12656	44164
37787	42807
12134	42807
28120	42495
12104	42495
12277	45969
12275	44087
427575	427576
29040	59347
29040	59347
40382	56385
37814	43801
12259	53120
27821	43782
23031	43782
12248	43738
12248	43738
12246	46028
12233	43686
12217	51351
12211	43515
22852	46050
28112	46050
40340	42361
10336	43492
12205	43491
12203	46026
12204	46026
12123	53093
12199	47721
12966	43273
12180	53105
21152	57939
12174	53102
39735	43031
12169	47058
12168	43023
12157	45991
12113	53089
12150	46036
12151	46036
12146	47728
12136	42817
12125	47741
39438	47742
12120	46059
8208	45989
12108	45990
12101	42446
25359	42446
29762	43697
12074	53082
29054	42209
19909	46058
463372	58292
20009	44366
426480	426544
474032	474082
471089	473304
41443	473304
41443	473304
41443	473304
36252	473304
37550	470163
37464	470163
422585	422586
9461	44980
477376	44952
35975	58858
22437	45847
22438	45842
22439	45842
10423	52326
9468	51716
9469	51716
11932	53034
21565	51710
415586	415584
411646	53925
9498	51722
9512	51722
9512	51722
479371	479372
479371	479372
481073	480933
35084	43496
35075	43496
424995	42278
413022	42278
39115	44001
21221	44001
40133	42604
38037	44173
40135	46730
39083	42449
38031	42449
38062	44254
21206	44243
419756	473521
423814	42783
38762	46748
423528	44103
423528	44103
423837	44103
38270	42308
38280	43841
38280	43841
424497	42922
38027	43306
485275	43306
423578	44763
38148	42464
423532	49827
38359	49827
423551	49804
423551	49804
461942	49843
423586	43035
419586	49615
414477	49614
419692	414404
419691	414404
38196	49612
38213	49611
38387	49799
38386	49799
38343	423642
423766	423642
415835	415836
423542	49840
415829	56731
415829	56731
423537	49812
419501	49616
419501	49616
38371	49811
419592	49639
419497	49646
38782	49646
419495	419496
38784	419496
419712	49642
38593	49644
38499	49643
423547	51323
38188	49610
38188	49610
38155	42514
423526	44808
423526	44808
423611	423633
427406	473522
419669	473522
419669	473522
21234	42459
40684	54792
38185	45001
38162	44202
38152	42294
38152	42294
39305	419409
13049	43982
423765	49824
21237	42402
38156	43320
39276	46716
424988	44858
39311	44224
419283	49759
419331	58961
39079	42367
39132	49787
39131	49787
39159	49764
40659	426368
39125	426368
38797	43650
38569	43650
38567	44089
38567	44089
38567	44089
38714	58669
38047	43771
35044	483477
37971	42540
38484	42540
38013	43931
477082	43931
38582	462103
419733	43525
419734	43525
38043	43764
419511	49676
38519	49664
38764	49563
38565	49673
37987	42840
38045	44162
38045	44162
423521	49600
415667	49598
419599	49599
37968	44079
41631	59180
38203	46740
411556	43908
411556	43908
11953	53040
35973	485441
10412	52328
10412	52328
21563	52328
21563	52328
10406	52324
11879	53011
9451	51708
426712	426713
21573	58079
415579	415580
9478	51721
35364	58447
427791	427792
427791	427792
10425	52334
3784	48500
3785	48500
3785	48500
35297	47096
35292	47097
35292	47097
11734	52956
462594	427091
426722	51712
426721	51712
11719	52952
11684	424437
411642	411640
411645	53924
3735	48488
3736	48488
3736	48488
462348	51709
9443	51703
8470	48487
8470	48487
8471	48487
8471	48487
3729	51325
426748	58080
9444	51704
20339	57684
4532	48679
4533	48679
4533	48679
4628	48717
20318	46419
4266	48614
4265	48614
4265	48614
4528	48677
4522	48674
18077	43402
4518	48671
4518	48671
26801	47747
24537	50828
26829	50422
37210	462917
23149	462917
36162	50829
24541	51694
26835	57117
29831	57117
463973	463974
8172	50801
22448	473630
28611	50803
13082	53736
38225	51733
13065	44537
15412	55852
15412	55852
15230	55775
15313	43942
16765	43942
16765	43942
423817	423818
38228	423823
423822	423823
13035	53734
29480	50637
24871	44311
8408	473434
472849	473434
27426	43603
29829	43269
15462	47865
18733	46593
478908	46593
423683	46592
36363	50869
31105	55546
15153	55663
9327	51669
6666	49474
6667	49474
9316	51665
6646	49465
6647	49465
6615	49452
477960	477961
6833	49438
6579	49439
6579	49439
6832	49439
16904	58729
6790	49387
6061	49236
6062	49236
6062	49236
427134	427132
427131	427132
6420	49385
6419	49385
6819	49524
6623	49456
6376	49366
6645	49464
6645	49464
6280	44570
6029	49220
6119	49256
6118	49256
423739	419200
6187	49297
6418	49384
6417	49384
6417	49384
6672	49477
6045	49228
6045	49228
6044	49228
6044	49228
3794	48503
28573	44255
41423	44255
41423	44255
6792	49485
478756	49482
472355	58244
6813	58244
6520	49418
6521	49418
6521	49418
5988	49205
6518	477259
6519	477259
41430	45231
41430	45231
39472	45231
39472	45231
6698	49489
6251	49329
6093	49246
484499	484500
6851	49534
413649	49534
6878	49544
6696	49488
6697	49488
6694	49487
6695	49487
6664	49473
6665	49473
480730	480731
6526	49420
6104	49250
41540	59168
6113	49253
6056	49233
6880	49545
6671	49476
6629	49458
6629	49458
6628	49458
419195	419196
6848	49532
9325	51668
9317	51666
6248	49328
6051	49231
6052	49231
6562	49429
484752	485095
484751	485095
6115	49254
6246	49327
6049	49230
3825	52367
3911	44270
3911	44270
462912	48553
26648	51345
20117	57622
29398	57622
462024	462025
477157	45819
427903	427904
38354	51599
38354	51599
40305	51599
485297	53242
12476	53242
485294	53242
