ZdAId	ZdAName	ZdATown	ZdAPostalRegion
55714	Rue des Fosses	Héricy	77226
55713	Place de Gaulle	Héricy	77226
53667	Maison dans la Vallée	Avon	77014
55703	Mairie	Chartrettes	77096
55731	Les Coudreaux	Samoreau	77442
55671	Les Carrosses	Avon	77014
55716	Le Lavoir	Héricy	77226
55728	Le Bac	Samoreau	77442
473278	Gare de Fontainebleau Avon (Gare routière)	Avon	77014
473169	Gare de Champagne-sur-Seine	Champagne-sur-Seine	77079
55276	Jacques Durand	Avon	77014
47655	Collège la Vallée	Avon	77014
55669	Clos Gambetta	Avon	77014
55753	Belle Allée	Sivry-Courtry	77453
48414	Café des Sports	Viry-Châtillon	91687
55707	Halles de Villars	Fontainebleau	77186
485790	Route Louise	Fontainebleau	77186
463469	ZA des Grouettes	D'Huison-Longueville	91198
485710	Route de Corbeil	Baulne	91047
473418	Gare de la Ferté-Alais	La Ferté-Alais	91232
485750	Newton	Meaux	77284
485718	Place du 11 Novembre	Épinay-sur-Orge	91216
473433	Gare de Petit Vaux	Épinay-sur-Orge	91216
485739	Vide Arpents	Meaux	77284
485737	Zone Industrielle	Meaux	77284
46412	Igny Entreprises	Igny	91312
57625	Salle des Fêtes (Rue de Gérofosse)	Étampes	91223
51603	Stade	Buno-Bonnevaux	91121
43790	Les Sapins Bleus	Ville-d'Avray	92077
54688	Hauts de Sèvres	Sèvres	92072
43469	Jean Rostand	Ville-d'Avray	92077
473175	Gare de Chaville Rive Gauche	Chaville	92022
477775	Croix Bosset	Sèvres	92072
46684	Collège Jean Moulin	Chaville	92022
477766	Belvédère de la Ronce	Ville-d'Avray	92077
42951	Hôtel de Ville	Fontainebleau	77186
485721	Guynemer	Épinay-sur-Orge	91216
43263	Gendarmerie	Mennecy	91386
54307	Collège André Derain	Chambourcy	78133
463908	Félix Faure	Paris 15e	75115
57216	Dôme	Boulogne-Billancourt	92012
51723	ESAT	Chevannes	91159
59099	Collège Le Saussay	Ballancourt-sur-Essonne	91045
59100	Avenue du Général Leclerc	Ballancourt-sur-Essonne	91045
57057	Croix Boissée	Vert-le-Grand	91648
58549	L'Epine	Itteville	91315
52969	Eglise	Itteville	91315
50015	ZAE du Chênet	Milly-la-Forêt	91405
50034	Mairie	Oncy-sur-École	91463
50011	Mairie	Courdimanche-sur-Essonne	91184
53664	Cimetière	Milly-la-Forêt	91405
42565	Château	Nainville-les-Roches	91441
43414	Université Paris Saclay	Gif-sur-Yvette	91272
462646	Résidence La Vallée	Étiolles	91225
43883	Le Saulchoir - LEP / Lycée	Étiolles	91225
43625	Le Clos	Tigery	91617
47108	Gendarmerie	Étampes	91223
421799	Fresnel Vauve / Polytechnique Vauve	Palaiseau	91477
48093	Eglise	La Forêt-le-Roi	91247
42821	Danton	Draveil	91201
424092	Chemin Vert	Vigneux-sur-Seine	91657
45768	Charles de Gaulle	Quincy-sous-Sénart	91514
42510	Cucheron	Wissous	91689
485564	Les Dînes Chiens	Chilly-Mazarin	91161
48054	Rue des Arts	Vigneux-sur-Seine	91657
48015	Port aux Cerises	Draveil	91201
48011	Pavillon Bleu	Draveil	91201
48002	Marcel Linard	Draveil	91201
47999	Louis Camatte	Draveil	91201
47998	Lilas	Draveil	91201
48038	Les Iris	Vigneux-sur-Seine	91657
422883	LP Nadar	Draveil	91201
48045	Le Petit et Vergeat	Vigneux-sur-Seine	91657
48044	Lafayette	Vigneux-sur-Seine	91657
48040	Jean Jaurès	Vigneux-sur-Seine	91657
52219	Eglantines	Vigneux-sur-Seine	91657
48050	Concorde	Vigneux-sur-Seine	91657
47983	Cité Brossolette	Draveil	91201
47653	Orme Gauthier	Orgeval	78466
473193	Gare de Chaville Rive Droite	Chaville	92022
44098	Mare Adam	Chaville	92022
52891	Docteur Schweitzer	Igny	91312
42386	Bouton d'Or	Vauhallan	91635
43487	Jules Ferry - République	Igny	91312
54260	Sport CD154	Verneuil-sur-Seine	78642
44203	Notre-Dame	Poissy	78498
45080	Zone Aéronautique	Vélizy-Villacoublay	78640
52894	Vauboyen	Bièvres	91064
53373	Rabourdin	Vélizy-Villacoublay	78640
44387	Place de la Marne	Jouy-en-Josas	78322
43826	Pasteur	Meudon	92048
52243	Marcel Dassault	Vélizy-Villacoublay	78640
52893	Mairie	Bièvres	91064
462868	Louvois	Vélizy-Villacoublay	78640
43758	Les Metz - Clair Bois	Jouy-en-Josas	78322
462040	Les Hélices	Vélizy-Villacoublay	78640
45033	La Cheminée	Vélizy-Villacoublay	78640
42971	Europe	Versailles	78646
53380	Cimetière	Viroflay	78686
44326	Centre d'Affaires Petit Robinson	Jouy-en-Josas	78322
52896	Burospace	Bièvres	91064
42382	Bourdonnais	Versailles	78646
45059	Voisins	Louveciennes	78350
54780	Viaduc	Marly-le-Roi	78372
47796	Verger	Mareil-Marly	78367
44630	Théâtre Montansier	Versailles	78646
48567	Stade Michaux	Le Chesnay	78158
54779	Square de Versailles	Marly-le-Roi	78372
54775	Square de Saint Germain	Marly-le-Roi	78372
54771	Square des Sablons	Le Pecq	78481
44781	Rue Saint-Louis	Saint-Germain-en-Laye	78551
44742	Rue de Seine	Le Pecq	78481
44726	Rue de Feucherolles	Aigremont	78007
54355	Rue au Pain	Poissy	78498
46878	Route de Versailles	Le Port-Marly	78502
46873	Ramon Saint Thibault	Marly-le-Roi	78372
54770	Professeur Roux	Le Pecq	78481
462271	Place des Rotondes	Saint-Germain-en-Laye	78551
54742	Ourches Hôpital	Saint-Germain-en-Laye	78551
54738	Noyer Garenne	Marly-le-Roi	78372
54753	Mairie	Marly-le-Roi	78372
57696	Les Closeaux	Mareil-Marly	78367
46869	Les Bas Picards	Marly-le-Roi	78372
54737	Le Galion	Marly-le-Roi	78372
46877	La Source	Marly-le-Roi	78372
411698	La Doucerie	L'Étang-la-Ville	78224
54745	Joffre	Saint-Germain-en-Laye	78551
54744	Jaurès	Saint-Germain-en-Laye	78551
54773	Hameau Sisley Collège Pierre et Marie Curie	Le Pecq	78481
54726	Guillemotte	Fourqueux	78251
54740	Glaxo Rougemonts	Marly-le-Roi	78372
473162	Gare de Cergy Préfecture (G)	Cergy	95127
43048	Gallieni	Saint-Germain-en-Laye	78551
54714	Croix de Fer	Saint-Germain-en-Laye	78551
54712	Croix Blanche	Chambourcy	78133
54702	Clos Badère	Fourqueux	78251
54759	Chemin Neuf	Chambourcy	78133
42570	Château	Versailles	78646
54716	Châtaigneraie	Chambourcy	78133
54757	Boufflers	Saint-Germain-en-Laye	78551
54731	Bois de la Ferme	Chambourcy	78133
427455	Pont de Rungis	Paray-Vieille-Poste	91479
46396	Cottage	Athis-Mons	91027
49731	Boulogne	Mitry-Mory	77294
54331	Maurer	Orgeval	78466
46908	Centre Commercial / Les Rosiers	Verneuil-sur-Seine	78642
481690	Ecole Jean de La Fontaine	Orgeval	78466
481677	Jacques Prevert	Verneuil-sur-Seine	78642
42322	Passerelle	Roissy-en-France	95527
43355	Henri Dunant	Goussainville	95280
427546	Cités	Chelles	77108
473383	Gare de Isles - Armentières - Congis	Isles-les-Meldeuses	77231
52692	6 Avenue des Marronniers	Coulommes	77130
473171	Gare de Changis Saint-Jean	Changis-sur-Marne	77084
479270	Jules Verne	Cormeilles-en-Parisis	95176
48834	Zone Artisanale	Meaux	77284
52623	Vorpillière	Saint-Cyr-sur-Morin	77405
52500	Village de la Noue	La Ferté-sous-Jouarre	77183
52554	Vernelle	May-en-Multien	77283
478158	Saint Faron	Meaux	77284
52509	Rue Pât des Vignes	Isles-lès-Villenoy	77232
52679	Rue du Tertre	Voulangis	77529
417539	Rue des Meulières	Citry	77117
52632	Rue de Metz	Sammeron	77440
52677	Rue de l'Orme	Voulangis	77529
52755	Rue de Crécy	Couilly-Pont-aux-Dames	77128
52622	Route d'Archet	Saint-Cyr-sur-Morin	77405
52420	Rouge Bourse	Chamigny	77078
478025	Résidence de la Marne	Germigny-l'Évêque	77203
52601	René Benoist	Quincy-Voisins	77382
52545	Raspail	Mareuil-lès-Meaux	77276
44567	Primefosse	Montolivet	77314
52423	Poste	Changis-sur-Marne	77084
52740	Pont SNCF	Nanteuil-sur-Marne	77331
49504	Brice / Pont	Verdelot	77492
52656	Place de la Mairie	Verdelot	77492
52406	Place	Bellot	77030
52722	Pisseloup	Sainte-Aulde	77401
52747	Pierre Marx	La Ferté-sous-Jouarre	77183
52633	Perreuse	Sammeron	77440
52651	Pavillons	Varreddes	77483
52424	Parking Nord	Coupvray	77132
47477	Parc Chenonceaux	Meaux	77284
420347	P.A.P.M. Sud	Villenoy	77513
412389	Morintru	La Ferté-sous-Jouarre	77183
58228	Montpichet RD33	Bouleurs	77047
47331	Sinoël	Crécy-la-Chapelle	77142
52619	Montapeine	Saint-Cyr-sur-Morin	77405
52685	Marronniers	Villenoy	77513
52577	Marcel Pagnol	Nanteuil-lès-Meaux	77330
52615	Marais	Sainte-Aulde	77401
47483	Mairie - Ecole	Sancy	77443
52646	Mairie	Ussy-sur-Marne	77478
52746	Mairie	Saint-Jean-les-Deux-Jumeaux	77415
52606	Mairie	Reuil-en-Brie	77388
52454	Mairie	Coutevroult	77141
52631	Les Hameaux	Orly-sur-Morin	77345
52431	Les Grandes Pièces	Condé-Sainte-Libiaire	77125
58445	Les Fortes Terres	Mareuil-lès-Meaux	77276
53610	Les Bruyères	Nanteuil-lès-Meaux	77330
52419	Le Rouget	Chamigny	77078
52618	Le Chemin	Saint-Cyr-sur-Morin	77405
53295	Lavoir de Vaux	Chamigny	77078
43612	Lavoir	Tigeaux	77466
43610	Launoy	La Trétoire	77472
52234	Vallée du Bois - Lily	Clamart	92023
57511	Savoie	Clamart	92023
44764	Rue du Lycée	Sceaux	92071
52235	Rue de Fontenay	Clamart	92023
53126	Paul Couderc	Sceaux	92071
45975	Panorama	Bourg-la-Reine	92014
44090	Marché	Clamart	92023
42505	Centre Culturel Jean Arp	Clamart	92023
44769	Rue des Paradis	Fontenay-aux-Roses	92032
420604	Maison de Quartier	Fontenay-aux-Roses	92032
48543	Rue des Carrières	Soisy-sur-Seine	91600
57049	René Pierre	Corbeil-Essonnes	91174
57052	Bas Coudray	Corbeil-Essonnes	91174
44232	Pablo Picasso	Corbeil-Essonnes	91174
44564	Pressoir Prompt	Corbeil-Essonnes	91174
44751	Rue des Meillottes	Soisy-sur-Seine	91600
44846	Sous Préfecture	Corbeil-Essonnes	91174
43824	Louis Drevet	Corbeil-Essonnes	91174
52101	IKEA	Lisses	91340
462652	Chemin des Grès	Soisy-sur-Seine	91600
422645	Chevallier	Corbeil-Essonnes	91174
422596	Castors	Corbeil-Essonnes	91174
50802	Cimetière Intercommunal	Clamart	92023
50813	Victor Hugo	Malakoff	92046
47745	Île de France	Clamart	92023
47714	Lycée Monod	Châtillon	92020
57118	Pasteur	Clamart	92023
58621	Place Aimé Césaire	Clamart	92023
483409	CMS Centre Municipal de Santé	Fontenay-aux-Roses	92032
42439	Carnot - Aristide Briand	Cachan	94016
52230	Centre d'Arts Plastiques - Albert Chanot	Clamart	92023
53114	Les Cerisiers	Le Plessis-Robinson	92060
473871	Les Baconnets RER	Antony	92002
46041	Léonie	Antony	92002
43351	Hélène Roederer	Châtenay-Malabry	92019
53303	Croix Blanche	Châtenay-Malabry	92019
53088	Chateaubriand	Châtenay-Malabry	92019
473866	Gare de Bourg-la-Reine	Bourg-la-Reine	92014
479662	La Grande Cour	Crécy-la-Chapelle	77142
52472	La Chaussée	Crouy-sur-Ourcq	77148
52459	La Chapelle	Crécy-la-Chapelle	77142
52570	La Brussette	Méry-sur-Marne	77290
47461	Henri IV	Meaux	77284
479609	Hameau le Vinot	La Trétoire	77472
473420	Gare de La Ferté-sous-Jouarre	La Ferté-sous-Jouarre	77183
49510	Garage Communal	Villeneuve-sur-Bellot	77512
52471	Fussy	Crouy-sur-Ourcq	77148
52731	Foch Turgot	Montry	77315
52680	Epinoche	Verdelot	77492
52669	Eglise	Villiers-sur-Morin	77521
44378	Place de l'Eglise	Villeneuve-sur-Bellot	77512
48837	Eglise	Trilport	77475
485213	Ecole Sainte Thérèse	Couilly-Pont-aux-Dames	77128
52625	Ecole - Mairie	Saint-Fiacre	77408
52492	Ecole Fauvet	La Ferté-sous-Jouarre	77183
52403	Ecole	Bassevelle	77024
52775	Ecluse Saint Lazare	Meaux	77284
52453	Du Chêne	Coutevroult	77141
417568	Dhuis	Citry	77117
417618	Demi Lune	Quincy-Voisins	77382
52700	Coubras	Nanteuil-lès-Meaux	77330
49237	Vallée / Coton	Boitron	77043
52732	Colverts	La Ferté-sous-Jouarre	77183
52773	Claudel	Meaux	77284
52430	Claires Fontaines	Condé-Sainte-Libiaire	77125
479634	Cimetière	Changis-sur-Marne	77084
52756	Chivres	Jaignes	77235
52560	Charcot	Meaux	77284
48822	Chappe	Meaux	77284
52697	Champagne	Saint-Germain-sur-Morin	77413
52474	Chambardy	Dhuisy	77157
52659	Centre	Villemareuil	77505
52503	Centre	Fublaines	77199
52610	Caumont	Sainte-Aulde	77401
52681	Bout la Paille	Voulangis	77529
52682	Bordes Rouges	Nanteuil-lès-Meaux	77330
42355	Bois Frémy	Sablonnières	77398
57034	Avocette	Chamigny	77078
478211	Avenue de la Marne	Meaux	77284
52725	Avenue de la Brie	Mareuil-lès-Meaux	77276
419034	Aulnoye	Coupvray	77132
47478	Anjou	Meaux	77284
52772	Adam de la Halle	Meaux	77284
57063	Village - Collège IDF	Villebon-sur-Yvette	91661
52810	Tournemire	Les Ulis	91692
52901	Porte Jaune	Bièvres	91064
52881	Pont des Cascades	Villebon-sur-Yvette	91661
52820	Pinson	Orsay	91471
57246	Petit Viltain	Saclay	91534
52868	Pasteur - Curie	Saclay	91534
420172	Norvège	Villebon-sur-Yvette	91661
425935	Moulon	Gif-sur-Yvette	91272
462874	Meudon-la-Forêt	Meudon	92048
52915	Lycée Camille Claudel	Palaiseau	91477
52877	Les Foulons	Villebon-sur-Yvette	91661
52857	Launay	Orsay	91471
52855	L'Isles	Bures-sur-Yvette	91122
52870	Gymnase de Favreuse	Saclay	91534
48861	Grand Mesnil	Bures-sur-Yvette	91122
47042	Gare d'Orsay - L'Yvette	Orsay	91471
52806	Escalier des Ulis	Orsay	91471
52839	Ecole du Guichet	Orsay	91471
52829	Curie	Orsay	91471
52844	Couturier	Palaiseau	91477
52845	Corniche	Palaiseau	91477
424608	Cimetière	Bures-sur-Yvette	91122
52830	Chartres	Orsay	91471
52814	Centre Commercial Ulis 2 - Aubrac	Les Ulis	91692
58789	Bures-sur-Yvette RER - La Croix	Bures-sur-Yvette	91122
424595	Beaumontel	Bures-sur-Yvette	91122
50841	Barbusse - Baudot	Massy	91377
47045	Avenue de Bures	Orsay	91471
52841	Aristide Briand	Orsay	91471
58197	4 Septembre	Igny	91312
411742	La Vallée française	Bonnières-sur-Seine	78089
53136	ZAC du Moulin	Massy	91377
44248	Parc de Sceaux - Sous-Préfecture	Antony	92002
53137	Petits Ruisseaux	Verrières-le-Buisson	91645
46033	Pascal	Wissous	91689
42495	Centre Commercial des Baconnets / Méditerranée	Antony	92002
45969	Massenet	Sceaux	92071
478959	Marc Sangnier	Sceaux	92071
44087	Marché	Antony	92002
425721	Lycée Polyvalent Jean Jaurès	Châtenay-Malabry	92019
46030	Lycée Descartes	Antony	92002
53120	Les Tilleuls	Le Plessis-Robinson	92060
46034	Les Morins	Antony	92002
47749	Les Fées	Le Plessis-Robinson	92060
53113	Le Paradis	Antony	92002
420312	Léon Blum	Antony	92002
53112	Le Colombier	Verrières-le-Buisson	91645
43515	La Briaude	Châtenay-Malabry	92019
42361	Jumelages	Wissous	91689
46026	Joseph Delon	Antony	92002
47725	Jean Longuet	Châtenay-Malabry	92019
46025	Hautes Bièvres	Antony	92002
47740	Grand Marché	Le Plessis-Robinson	92060
57939	Georges Besse 2	Antony	92002
53103	George Sand	Châtenay-Malabry	92019
43273	Général Duval	Châtenay-Malabry	92019
43031	Fribouli	Wissous	91689
46038	Frères Lumière	Antony	92002
43023	François Molé	Antony	92002
47716	Fernand Fourcade	Le Plessis-Robinson	92060
46036	Émile Seitz	Antony	92002
42807	Cyrano de Bergerac	Châtenay-Malabry	92019
42446	Carrefour du 19 Mars 1962	Châtenay-Malabry	92019
483630	Bourrelier	Verrières-le-Buisson	91645
42269	Avenue Lombart	Sceaux	92071
42236	Aubépine	Antony	92002
46029	Armand Guillebaud	Antony	92002
47057	Arago	Antony	92002
58292	La Madeleine	Lognes	77258
470163	Gallieni	Bagnolet	93006
422586	ZAC des Haies Blanches	Le Coudray-Montceaux	91179
57623	Vallée	Ballancourt-sur-Essonne	91045
44980	Val d'Ormoy	Ormoy	91468
58081	Rue Ferrante	Champcueil	91135
427796	Plateau	La Ferté-Alais	91232
412390	Moulin du Gué	Cerny	91129
51710	Moques Tonneaux	Ormoy	91468
53938	Mille Club	Ballancourt-sur-Essonne	91045
51722	Mairie	Champcueil	91135
480935	Allée Royale	Saint-Cyr-l'École	78545
480933	Bailly	Bailly	78043
480939	Noisy-le-Roi	Noisy-le-Roi	78455
480909	Saint-Cyr	Versailles	78646
480907	Saint-Nom-la-Bretèche Forêt de Marly	L'Étang-la-Ville	78224
480905	Saint-Germain-en-Laye	Saint-Germain-en-Laye	78551
49676	Résidence Ambroise Croizat	Goussainville	95280
49673	Georges Brassens	Goussainville	95280
49640	Monument	Survilliers	95604
49618	Hameau de Prieuré	Marly-la-Ville	95371
49811	Rue des Bouleaux	Saint-Pathus	77430
49816	Église	Oissery	77344
49798	Moulin à Vent	Saint-Pathus	77430
49781	L'Ambrésis	Villeparisis	77514
49770	Pont	Mitry-Mory	77294
49843	ZA Fontaine des Tournelles	Saint-Mard	77420
49841	Les Ecoles	Saint-Pathus	77430
49840	Stade	Saint-Pathus	77430
44103	Marie Feuchère	Louvres	95351
44254	Parc du Moulin	Roissy-en-France	95527
44243	Paul Vaillant Couturier	Mitry-Mory	77294
44174	Moulin à Vent	Mitry-Mory	77294
44158	Montesquieu	Villeparisis	77514
57474	Fulbert Lenfant	Mitry-Mory	77294
415836	Rue du 26 août 1944 / Collège Jean des Barres	Oissery	77344
44763	Rue du Gué	Le Mesnil-Amelot	77291
42193	Ampère - Chartrel	Goussainville	95280
43475	Jeu de Paume	Villeneuve-sous-Dammartin	77511
42294	Béarn	Villeparisis	77514
44820	Sécurité Sociale	Goussainville	95280
44808	Salle des Fêtes	Marly-la-Ville	95371
42464	Centre	Villeneuve-sous-Dammartin	77511
42449	André Carrez / Dépôt Mitry Mory	Mitry-Mory	77294
43841	Lycée Charles De Gaulle	Longperrier	77259
473521	Gare de Louvres	Louvres	95351
42604	Cheminots	Mitry-Mory	77294
51323	Hildevert	Oissery	77344
485441	Lotissement	Saint-Vrain	91579
53022	Longue Raie	Itteville	91315
53006	Le Domaine	Itteville	91315
49995	La Mare	Auvernaux	91037
51721	Hôpital Georges Clemenceau	Chevannes	91159
53913	Marcel Charon	Vert-le-Petit	91649
53916	Glycines	Ballancourt-sur-Essonne	91045
51711	Eglise	Ormoy	91468
427792	Ecole Vieilles Vignes	La Ferté-Alais	91232
53045	Ecole	Cerny	91129
52333	Clos Manoir	Mennecy	91386
461991	Chemin des Chèvres	Mennecy	91386
48488	Bois Chaland	Lisses	91340
51703	Bel Air	Mennecy	91386
52931	Aubin	Itteville	91315
51325	Aubépine	Lisses	91340
57672	La Logeraie	Les Loges-en-Josas	78343
48671	Hauts de Chevreuse	Saint-Rémy-lès-Chevreuse	78575
48635	Jean Houdon	Versailles	78646
50801	Clos Montholon	Malakoff	92046
50803	Eugène Beaujard	Clamart	92023
57117	Hôpital Sainte-Emilie	Clamart	92023
43917	Mairie	Clamart	92023
462917	Soleil Levant	Clamart	92023
44537	Poste	Charny	77095
481660	Europe	Melun	77288
50637	Villiers - Bineau	Neuilly-sur-Seine	92051
473679	Porte de Champerret	Paris 17e	75117
473633	Michel-Ange - Molitor	Paris 16e	75116
43603	Landy - Ornano	Saint-Ouen	93070
463829	Chardon Lagache - Molitor	Paris 16e	75116
43269	Général de Gaulle	Châtillon	92020
50868	La Dame Blanche	Le Plessis-Trévise	94059
46592	Les Bergères	Puteaux	92062
49372	Voigny	Jouy-sur-Morin	77240
49474	Villiers Templon	Saint-Mars-Vieux-Maisons	77421
49452	Vieilles Vignes	Saint-Augustin	77400
49305	Victoire	Coulommiers	77131
58729	Terroirs de France	Paris 12e	75112
44380	Place de l'Europe	Bailly-Romainvilliers	77018
49477	Place de l'Eglise	Saint-Martin-des-Champs	77423
49365	Place	Jouarre	77238
49228	Place	Beton-Bazoches	77032
49482	Moulin du Pont	Saint-Rémy-la-Vanne	77432
49293	Monument	Coulommiers	77131
49418	Montblu Château	Mouroux	77320
49292	Montanglaust	Coulommiers	77131
45231	Ministère de l'Economie et des Finances	Paris 12e	75112
484500	Rue du Lion	La Ferté-sous-Jouarre	77183
43923	Mairie	Saint-Léger	77417
49390	Mairie	Mauperthuis	77281
49322	Mairie	Doue	77162
51666	Les Parrichets	Beautheil	77028
43763	Les Mongets	La Chapelle-Moutils	77093
49429	Les Houis	Pierre-Levée	77361
49327	Les Chaises	Doue	77162
48550	Rue du Temple	Ris-Orangis	91521
58150	René Clair	Grigny	91286
58145	Les Patios	Grigny	91286
44353	Piscine	Sainte-Geneviève-des-Bois	91549
45819	Stade / La justice	Le Coudray-Montceaux	91179
425894	Donjon	Sainte-Geneviève-des-Bois	91549
53873	Léon Blum	Brétigny-sur-Orge	91103
43542	La Fontaine	Brétigny-sur-Orge	91103
51596	Église Saint Saturnin	Chauconin-Neufmontiers	77335
56646	Place du Tranchant / Pharmacie	Bréval	78107
48424	Jean Moulin	Viry-Châtillon	91687
49546	Le Mesnil	Pommeuse	77371
49462	Le Ménillot	Saint-Denis-lès-Rebais	77406
42757	Coquelicots	Saint-Michel-sur-Orge	91570
48341	Jacques Brel	Saint-Michel-sur-Orge	91570
48336	Boeldieu	Saint-Michel-sur-Orge	91570
48325	Louis Babin	Saint-Germain-lès-Arpajon	91552
48439	Trévoix	Ollainville	91461
48411	Place de la Libération	Villiers-sur-Orge	91685
47868	Beauséjour	Morsang-sur-Orge	91434
58431	Camping	Villiers-sur-Orge	91685
473059	Gare d'Arpajon	Arpajon	91021
44546	La Poste	Arpajon	91021
44522	Porte de Paris	Arpajon	91021
44668	Rond-Point de Fleury	Fleury-Mérogis	91235
44631	Résidence	Fleury-Mérogis	91235
44671	Rond-Point de la Roche	Ollainville	91461
44721	Rue Berlioz	Saint-Michel-sur-Orge	91570
53042	Petits Champs	Sainte-Geneviève-des-Bois	91549
53307	Les Violettes	Ollainville	91461
53314	Longue Mare	Arpajon	91021
53315	Hôpital	Arpajon	91021
43910	Mairie	Fleury-Mérogis	91235
48197	Blancs Manteaux	Grigny	91286
48152	Ancienne Mairie	Égly	91207
